0	2	9	0	1	100			0
0	2	9	0	2	500			0
0	2	9	0	3	1000			0
0	2	9	0	4	2500			0
0	2	9	0	5	6000			0
0	2	9	0	6	10000			0
0	2	9	0	7	15000			0
0	2	9	0	8	20000			0
0	2	9	0	9	25000			0
0	2	9	0	10	30000			0
0	7	0	0	1	100			0
0	7	0	0	2	250			0
0	7	0	0	3	500			0
0	7	0	0	4	800			0
0	7	0	0	5	1200			0
0	7	0	0	6	1800			0
0	7	0	0	7	2500			0
0	7	0	0	8	3200			0
0	7	0	0	9	4000			0
0	7	0	0	10	5000			0
0	7	1	4	1	100			0
0	7	1	4	2	200			0
0	7	1	4	3	400			0
0	7	1	4	4	700			0
0	7	1	4	5	1000			0
0	7	1	4	6	1500			0
0	7	1	4	7	2000			0
0	7	1	4	8	2500			0
0	7	1	4	9	3200			0
0	7	1	4	10	4000			0
0	7	2	0	1	100			0
0	7	2	0	2	300			0
0	7	2	0	3	600			0
0	7	2	0	4	1000			0
0	7	2	0	5	1600			0
0	7	2	0	6	2400			0
0	7	2	0	7	3500			0
0	7	2	0	8	4800			0
0	7	2	0	9	6400			0
0	7	2	0	10	8000			0
0	7	3	3	1	120			0
0	7	3	3	2	320			0
0	7	3	3	3	750			0
0	7	3	3	4	1200			0
0	7	3	3	5	1800			0
0	7	3	3	6	2500			0
0	7	3	3	7	3700			0
0	7	3	3	8	5000			0
0	7	3	3	9	6000			0
0	7	3	3	10	7500			0
0	7	4	2	1	370			0
0	7	4	2	2	610			0
0	7	4	2	3	1120			0
0	7	4	2	4	1800			0
0	7	4	2	5	2700			0
0	7	4	2	6	3700			0
0	7	4	2	7	5100			0
0	7	4	2	8	6500			0
0	7	4	2	9	8100			0
0	7	4	2	10	10000			0
0	7	5	2	1	60			0
0	7	5	3	2	160			0
0	7	5	3	3	370			0
0	7	5	3	4	600			0
0	7	5	3	5	900			0
0	7	5	3	6	1200			0
0	7	5	3	7	1800			0
0	7	5	3	8	2500			0
0	7	5	3	9	3000			0
0	7	5	3	10	3700			0
0	7	6	1	1	120			0
0	7	6	1	2	320			0
0	7	6	1	3	750			0
0	7	6	1	4	1200			0
0	7	6	1	5	1800			0
0	7	6	1	6	2500			0
0	7	6	1	7	3700			0
0	7	6	1	8	5000			0
0	7	6	1	9	6000			0
0	7	6	1	10	7500			0
0	7	7	1	1	100			0
0	7	7	1	2	250			0
0	7	7	1	3	500			0
0	7	7	1	4	800			0
0	7	7	1	5	1200			0
0	7	7	1	6	1800			0
0	7	7	1	7	2500			0
0	7	7	1	8	3200			0
0	7	7	1	9	4000			0
0	7	7	1	10	5000			0
0	7	8	2	1	100			0
0	7	8	2	2	200			0
0	7	8	2	3	400			0
0	7	8	2	4	700			0
0	7	8	2	5	1000			0
0	7	8	2	6	1500			0
0	7	8	2	7	2000			0
0	7	8	2	8	2500			0
0	7	8	2	9	3200			0
0	7	8	2	10	4000			0
0	5	0	3	1	70			0
0	5	0	3	2	260			0
0	5	0	3	3	650			0
0	5	0	3	4	1000			0
0	5	0	3	5	1600			0
0	5	0	3	6	2500			0
0	5	0	3	7	3300			0
0	5	0	3	8	3850			0
0	5	0	3	9	5000			0
0	5	0	3	10	6400			0
0	5	1	0	1	150			0
0	5	1	0	2	600			0
0	5	1	0	3	1400			0
0	5	1	0	4	2400			0
0	5	1	0	5	3600			0
0	5	1	0	6	5000			0
0	5	1	0	7	6500			0
0	5	1	0	8	9000			0
0	5	1	0	9	12000			0
0	5	1	0	10	14500			0
0	5	2	2	1	70			0
0	5	2	2	2	260			0
0	5	2	2	3	650			0
0	5	2	2	4	1000			0
0	5	2	2	5	1600			0
0	5	2	2	6	2500			0
0	5	2	2	7	3300			0
0	5	2	2	8	3850			0
0	5	2	2	9	5000			0
0	5	2	2	10	6400			0
0	5	3	2	1	150			0
0	5	3	2	2	600			0
0	5	3	2	3	1400			0
0	5	3	2	4	2400			0
0	5	3	2	5	3600			0
0	5	3	2	6	5000			0
0	5	3	2	7	6500			0
0	5	3	2	8	9000			0
0	5	3	2	9	12000			0
0	5	3	2	10	14500			0
0	6	0	1	1	50			0
0	6	0	1	2	300			0
0	6	0	1	3	800			0
0	6	0	1	4	1800			0
0	6	0	1	5	3000			0
0	6	0	1	6	4500			0
0	6	0	1	7	5400			0
0	6	0	1	8	7000			0
0	6	0	1	9	9500			0
0	6	0	1	10	12000			0
0	6	1	3	1	330			0
0	6	1	3	2	900			0
0	6	1	3	3	2400			0
0	6	1	3	4	3700			0
0	6	1	3	5	5400			0
0	6	1	3	6	7400			0
0	6	1	3	7	9800			0
0	6	1	3	8	14000			0
0	6	1	3	9	17000			0
0	6	1	3	10	20000			0
0	8	0	0	1	100			0
0	8	0	0	2	300			0
0	8	0	0	3	600			0
0	8	0	0	4	1000			0
0	8	0	0	5	1800			0
0	8	0	0	6	2600			0
0	8	0	0	7	3600			0
0	8	0	0	8	4900			0
0	8	0	0	9	6400			0
0	8	0	0	10	8100			0
0	8	1	0	1	100			0
0	8	1	0	2	300			0
0	8	1	0	3	600			0
0	8	1	0	4	1000			0
0	8	1	0	5	1800			0
0	8	1	0	6	2600			0
0	8	1	0	7	3600			0
0	8	1	0	8	4900			0
0	8	1	0	9	6400			0
0	8	1	0	10	8100			0
0	10	0	4	1	5000			0
0	10	0	4	2	5000			0
0	10	0	4	3	10000			0
0	10	0	4	4	10000			0
0	10	0	4	5	20000			0
0	10	0	4	6	20000			0
0	10	0	4	7	50000			0
0	10	0	4	8	50000			0
0	10	0	4	9	100000			0
0	10	0	4	10	100000			0
0	10	1	1	1	5000			0
0	10	1	1	2	5000			0
0	10	1	1	3	10000			0
0	10	1	1	4	10000			0
0	10	1	1	5	20000			0
0	10	1	1	6	20000			0
0	10	1	1	7	50000			0
0	10	1	1	8	50000			0
0	10	1	1	9	100000			0
0	10	1	1	10	100000			0
0	10	2	0	1	5000			0
0	10	2	0	2	5000			0
0	10	2	0	3	10000			0
0	10	2	0	4	10000			0
0	10	2	0	5	20000			0
0	10	2	0	6	20000			0
0	10	2	0	7	50000			0
0	10	2	0	8	50000			0
0	10	2	0	9	100000			0
0	10	2	0	10	100000			0
0	10	3	2	1	5000			0
0	10	3	2	2	5000			0
0	10	3	2	3	10000			0
0	10	3	2	4	10000			0
0	10	3	2	5	20000			0
0	10	3	2	6	20000			0
0	10	3	2	7	50000			0
0	10	3	2	8	50000			0
0	10	3	2	9	100000			0
0	10	3	2	10	100000			0
0	10	4	3	1	5000			0
0	10	4	3	2	5000			0
0	10	4	3	3	10000			0
0	10	4	3	4	10000			0
0	10	4	3	5	20000			0
0	10	4	3	6	20000			0
0	10	4	3	7	50000			0
0	10	4	3	8	50000			0
0	10	4	3	9	100000			0
0	10	4	3	10	100000			0
0	10	5	2	1	15000000			0
0	10	5	3	2	15000000			0
0	10	5	1	3	15000000			0
0	10	5	4	4	15000000			0
0	10	5	0	5	15000000			0
0	10	5	2	6	15000000			0
0	10	5	3	7	15000000			0
0	10	5	1	8	15000000			0
0	10	5	4	9	15000000			0
0	10	5	0	10	15000000			0
5	0	0	0	1	500			0
4	148	0	0	1	1			0
4	119	0	0	1	1			0
4	165	0	0	1	1			0
0	2	10	1	1	100			0
0	2	10	1	2	400			0
0	2	10	1	3	800			0
0	2	10	1	4	2000			0
0	2	10	1	5	5000			0
0	2	10	1	6	7000			0
0	2	10	1	7	9000			0
0	2	10	1	8	12000			0
0	2	10	1	9	16000			0
0	2	10	1	10	20000			0
0	2	11	1	1	400			0
0	2	11	1	2	1000			0
0	2	11	1	3	2500			0
0	2	11	1	4	5000			0
0	2	11	1	5	10000			0
0	2	11	1	6	16000			0
0	2	11	1	7	25000			0
0	2	11	1	8	32000			0
0	2	11	1	9	40000			0
0	2	11	1	10	50000			0
0	2	12	1	1	100			0
0	2	12	1	2	250			0
0	2	12	1	3	500			0
0	2	12	1	4	800			0
0	2	12	1	5	1200			0
0	2	12	1	6	1800			0
0	2	12	1	7	2500			0
0	2	12	1	8	3200			0
0	2	12	1	9	4000			0
0	2	12	1	10	5000			0
0	2	13	1	1	100			0
0	2	13	1	2	100			0
0	2	13	1	3	100			0
0	2	13	1	4	100			0
0	2	13	1	5	6000			0
0	2	13	1	6	10000			0
0	2	13	1	7	15000			0
0	2	13	1	8	20000			0
0	2	13	1	9	25000			0
0	2	13	1	10	30000			0
0	7	9	2	1	100			0
0	7	9	2	2	300			0
0	7	9	2	3	600			0
0	7	9	2	4	1000			0
0	7	9	2	5	1600			0
0	7	9	2	6	2400			0
0	7	9	2	7	3500			0
0	7	9	2	8	4800			0
0	7	9	2	9	6400			0
0	7	9	2	10	8000			0
0	7	10	2	1	120			0
0	7	10	2	2	320			0
0	7	10	2	3	750			0
0	7	10	2	4	1200			0
0	7	10	2	5	1800			0
0	7	10	2	6	2500			0
0	7	10	2	7	3700			0
0	7	10	2	8	5000			0
0	7	10	2	9	6000			0
0	7	10	2	10	7500			0
0	7	11	3	1	370			0
0	7	11	3	2	610			0
0	7	11	3	3	1120			0
0	7	11	3	4	1800			0
0	7	11	3	5	2700			0
0	7	11	3	6	3700			0
0	7	11	3	7	5100			0
0	7	11	3	8	6500			0
0	7	11	3	9	8100			0
0	7	11	3	10	10000			0
0	7	12	3	1	60			0
0	7	12	3	2	160			0
0	7	12	3	3	370			0
0	7	12	3	4	600			0
0	7	12	3	5	900			0
0	7	12	3	6	1200			0
0	7	12	3	7	1800			0
0	7	12	3	8	2500			0
0	7	12	3	9	3000			0	
0	7	12	3	10	3700			0	
0	7	13	3	1	120			0	
0	7	13	3	2	320			0	
0	7	13	3	3	750			0	
0	7	13	3	4	1200			0	
0	7	13	3	5	1800			0	
0	7	13	3	6	2500			0	
0	7	13	3	7	3700			0	
0	7	13	3	8	5000			0	
0	7	13	3	9	6000			0	
0	7	13	3	10	7500			0	
6	1	71	0	1		20		0	仙草露
6	1	72	0	1		15		0	天山玉露
6	1	73	0	1		15		0	百果露
6	0	1	0	1		3		0	长命丸
6	0	2	0	1		3		0	加跑丸
6	0	3	0	1		20		0	大力丸
6	0	4	0	1		3		0	高闪丸
6	0	5	0	1		3		0	高中丸
6	0	6	0	1		5		0	飞速丸
6	0	7	0	1		2		0	冰防丸
6	0	8	0	1		2		0	雷防丸
6	0	9	0	1		2		0	火防丸
6	0	10	0	1		2		0	毒防丸
6	0	11	0	1		1		0	烟花
6	0	20	0	1		2		0	玫瑰花雨
6	1	18	0	1		5	1	0	心心相印符
6	1	15	0	1		20	3	0	披风
4	353	0	0	1		240	32	1	猩红宝石
0	2	28	0	3			3	0	清绝衣
0	2	28	0	6			3	0	冰晶裙
4	238	0	0	1		280	40	1	蓝水晶
4	239	0	0	1		280	40	1	紫水晶
4	240	0	0	1		280	40	1	绿水晶
6	1	113	0	1			2	0	
6	1	114	0	1			4	0	
6	1	115	0	1			2	0	
6	1	116	0	1			2	0	
6	1	117	0	1			1	0	
6	1	118	0	1			1	0	
6	1	119	0	1			1	0	
6	1	120	0	1			1	0	
6	1	121	0	1			1	0	
0	10	2	2	3	10000			0	
0	10	3	1	3	10000			0	
0	0	0	0	3	2700			0	
0	6	1	4	4	3700			0	
0	0	2	2	3	3000			0	
0	8	0	2	5	1800			0	
0	0	1	4	3	2700			0	
0	8	1	2	5	1800			0	
0	8	0	2	4	1000			0	
0	0	3	1	3	3000			0	
0	0	5	1	3	2700			0	
0	6	0	3	5	3000			0	
0	0	5	3	3	2700			0	
0	8	1	2	4	1000			0	
0	0	2	1	3	3000			0	
0	5	2	1	5	1600			0	
6	1	26	0	1		2400		1	武林秘籍
6	1	122	0	1		12		0	福缘露（小）
6	1	123	0	1		24		0	福缘露（中）
6	1	124	0	1		60		0	福缘露（大）
6	1	37	0	1			200	1	天王锤法·卷一
6	1	38	0	1			320	1	天王枪法·卷二
6	1	39	0	1			150	1	天王刀法·卷三
6	1	56	0	1			150	1	少林拳法·卷一
6	1	57	0	1			100	1	少林棍法·卷二
6	1	58	0	1			200	1	少林刀法·卷三
6	1	45	0	1			150	1	飞刀术·摄魂月影
6	1	46	0	1			120	1	飞镖术·九宫飞星
6	1	27	0	1			150	1	袖箭术·暴雨梨花
6	1	28	0	1			60	1	陷阱术·乱环击
6	1	47	0	1			150	1	五毒掌法·卷一
6	1	48	0	1			150	1	五毒刀法·卷二
6	1	49	0	1			60	1	五毒慑心术·卷三
6	1	42	0	1			240	1	灭剑秘籍
6	1	43	0	1			150	1	峨嵋佛光掌秘籍
6	1	59	0	1			60	1	普渡秘籍
6	1	40	0	1			150	1	翠烟刀法
6	1	41	0	1			120	1	翠烟双刀
6	1	54	0	1			200	1	丐帮掌法
6	1	55	0	1			150	1	丐帮棍法
6	1	35	0	1			200	1	云龙击·矛法
6	1	36	0	1			200	1	流星·刀法
6	1	53	0	1			60	1	摄魂·诅咒
6	1	33	0	1			240	1	太极拳谱·卷三
6	1	34	0	1			200	1	太极剑谱·卷二
6	1	50	0	1			100	1	驭风术
6	1	51	0	1			120	1	驭雷术
6	1	52	0	1			60	1	驭心术
6	1	12	0	1			40	1	般若心经
